"","control","treatment1","treatment2","treatment3","treatment4","variance","levels","groups","sampled_numbers","repeats","diff","label"
"1",2.828125,2.97101449275362,3.19298245614035,3.02127659574468,3.0077519379845,1.98767334360555,5,5,650,100,0.364857456140351,"rand"
"2",2.8828125,3.01449275362319,3.1140350877193,2.94326241134752,2.86046511627907,1.93984591679507,5,5,650,100,0.253569971440228,"rand"
"3",2.9765625,2.98550724637681,3.14035087719298,3.01418439716312,3.12403100775194,1.99646556832998,5,5,650,100,0.163788377192982,"rand"
"4",2.9140625,2.8768115942029,3.01754385964912,3,2.9922480620155,2.03062937062937,5,5,650,100,0.140732265446224,"rand"
"5",3.0703125,3.05797101449275,2.92105263157895,3.12765957446809,3.0077519379845,2.05836434751689,5,5,650,100,0.206606942889138,"rand"
"6",3.03125,3.17391304347826,2.99122807017544,2.91489361702128,2.92248062015504,2.11550314092687,5,5,650,100,0.259019426456984,"rand"
"7",2.9296875,2.97101449275362,2.97368421052632,2.79432624113475,3.12403100775194,1.96256726324523,5,5,650,100,0.329704766617187,"rand"
"8",3.0234375,3.05797101449275,2.95614035087719,2.97872340425532,3.06976744186047,1.95651534905772,5,5,650,100,0.113627090983272,"rand"
"9",2.9609375,3.17391304347826,2.92982456140351,2.80851063829787,3.02325581395349,1.89328197226502,5,5,650,100,0.365402405180388,"rand"
"10",2.96875,3.18115942028985,2.98245614035088,2.97872340425532,3.03100775193798,1.87578523171744,5,5,650,100,0.212409420289855,"rand"
"11",3.109375,3.01449275362319,3.09649122807018,2.93617021276596,2.85271317829457,1.9861301410454,5,5,650,100,0.256661821705426,"rand"
"12",3.1328125,2.97826086956522,2.80701754385965,2.93617021276596,2.89922480620155,1.94855991466161,5,5,650,100,0.325794956140351,"rand"
"13",3.0703125,3.06521739130435,2.71929824561404,2.86524822695035,2.97674418604651,2.04931610762119,5,5,650,100,0.351014254385965,"rand"
"14",3.0703125,2.93478260869565,2.99122807017544,3.0354609929078,2.94573643410853,1.89366125400024,5,5,650,100,0.135529891304348,"rand"
"15",3.1328125,3.11594202898551,2.92105263157895,2.82978723404255,2.90697674418605,1.95959701315634,5,5,650,100,0.303025265957447,"rand"
"16",3.203125,2.98550724637681,3,2.95035460992908,3.14728682170543,1.97535616925447,5,5,650,100,0.252770390070922,"rand"
"17",3.0234375,3,2.8859649122807,2.97163120567376,3.02325581395349,1.95811070285647,5,5,650,100,0.137472587719298,"rand"
"18",2.9296875,2.95652173913043,3.21052631578947,3.09929078014184,2.98449612403101,2.08061870333057,5,5,650,100,0.280838815789474,"rand"
"19",2.78125,3.05797101449275,3.31578947368421,3.04255319148936,2.89147286821705,1.98752163091146,5,5,650,100,0.534539473684211,"rand"
"20",3.0390625,2.94927536231884,3.01754385964912,2.88652482269504,3,2.07643475168899,5,5,650,100,0.152537677304965,"rand"
"21",2.953125,2.94927536231884,2.85964912280702,3.08510638297872,2.93798449612403,2.02779423965865,5,5,650,100,0.225457260171706,"rand"
"22",2.9609375,2.88405797101449,3.13157894736842,2.97163120567376,3.10077519379845,2.0477444589309,5,5,650,100,0.247520976353929,"rand"
"23",2.96875,2.98550724637681,3.18421052631579,2.90780141843972,2.92248062015504,1.95978665402394,5,5,650,100,0.276409107876073,"rand"
"24",2.8984375,3.01449275362319,3.00877192982456,2.9290780141844,2.97674418604651,1.95098020623444,5,5,650,100,0.116055253623188,"rand"
"25",3.1328125,2.77536231884058,3.03508771929825,2.9645390070922,2.86821705426357,2.07153253526135,5,5,650,100,0.35745018115942,"rand"
"26",3.1171875,3.00724637681159,3.13157894736842,3.12056737588652,3,2.08698826597132,5,5,650,100,0.131578947368421,"rand"
"27",3.171875,3.10869565217391,2.82456140350877,2.87234042553191,3.14728682170543,1.99923195448619,5,5,650,100,0.347313596491228,"rand"
"28",2.921875,3.15942028985507,3.02631578947368,2.94326241134752,2.86046511627907,2.04439729761764,5,5,650,100,0.298955173576002,"rand"
"29",2.890625,3.05072463768116,2.90350877192982,2.77304964539007,2.93798449612403,1.86567737347398,5,5,650,100,0.277674992291088,"rand"
"30",3.0546875,2.93478260869565,2.7719298245614,3.04964539007092,3.04651162790698,1.97943581841887,5,5,650,100,0.282757675438596,"rand"
"31",2.921875,2.93478260869565,3.02631578947368,2.70921985815603,2.72093023255814,1.9933649401446,5,5,650,100,0.317095931317656,"rand"
"32",3.1640625,2.99275362318841,3.10526315789474,2.90780141843972,2.92248062015504,1.91198056181107,5,5,650,100,0.256261081560284,"rand"
"33",3.0234375,3.16666666666667,2.90350877192982,3.19858156028369,3.03875968992248,2.07774327367548,5,5,650,100,0.295072788353863,"rand"
"34",3.09375,2.98550724637681,3.2280701754386,3.09929078014184,2.88372093023256,2.03253526134882,5,5,650,100,0.344349245206038,"rand"
"35",3.0859375,3.02173913043478,3.08771929824561,3.12765957446809,3.23255813953488,1.96305795899016,5,5,650,100,0.210819009100101,"rand"
"36",3.0703125,3.10144927536232,2.93859649122807,3.22695035460993,2.89147286821705,2.15134289439374,5,5,650,100,0.335477486392875,"rand"
"37",3.0625,3.26086956521739,2.96491228070175,2.9290780141844,2.87596899224806,1.97488206708546,5,5,650,100,0.384900572969329,"rand"
"38",2.8828125,2.99275362318841,3.03508771929825,3.0709219858156,2.98449612403101,2.04310536920706,5,5,650,100,0.188109485815603,"rand"
"39",2.8671875,2.91304347826087,2.94736842105263,2.83687943262411,2.94573643410853,2.00693374422188,5,5,650,100,0.110488988428518,"rand"
"40",2.9921875,2.95652173913043,2.89473684210526,3.0354609929078,3.08527131782946,2.03541780253645,5,5,650,100,0.190534475724194,"rand"
"41",3.1328125,2.8768115942029,3.24561403508772,3.05673758865248,3.11627906976744,2.07549839990518,5,5,650,100,0.368802440884821,"rand"
"42",2.8359375,3.01449275362319,2.90350877192982,3.09219858156028,3.03875968992248,1.94110702856466,5,5,650,100,0.256261081560284,"rand"
"43",3.0078125,3.02898550724638,2.90350877192982,3.13475177304965,3.03100775193798,2.05632570819012,5,5,650,100,0.231243001119821,"rand"
"44",2.8984375,2.89855072463768,3.10526315789474,2.95035460992908,2.92248062015504,2.00065426099324,5,5,650,100,0.206825657894737,"rand"
"45",3.0390625,3.02898550724638,3.05263157894737,2.77304964539007,2.74418604651163,1.95709375370392,5,5,650,100,0.308445532435741,"rand"
"46",2.984375,2.97826086956522,2.90350877192982,2.90780141843972,3.18604651162791,2.01380822567263,5,5,650,100,0.282537739698082,"rand"
"47",3.0546875,3.07971014492754,2.97368421052632,2.98581560283688,2.88372093023256,1.93219390778713,5,5,650,100,0.195989214694978,"rand"
"48",3.1171875,2.86231884057971,2.8859649122807,3.1063829787234,2.90697674418605,2.0303520208605,5,5,650,100,0.25486865942029,"rand"
"49",2.953125,2.88405797101449,3.03508771929825,2.78014184397163,2.85271317829457,1.83495555292165,5,5,650,100,0.254945875326615,"rand"
"50",3.0859375,2.96376811594203,2.87719298245614,3.09929078014184,3.02325581395349,2.06298210264312,5,5,650,100,0.222097797685703,"rand"
"51",2.796875,3.03623188405797,2.82456140350877,2.82978723404255,3,1.86517719568567,5,5,650,100,0.239356884057971,"rand"
"52",3,3.14492753623188,2.85964912280702,2.84397163120567,2.94573643410853,2.04936588834894,5,5,650,100,0.300955905026211,"rand"
"53",2.84375,2.92028985507246,2.86842105263158,2.93617021276596,2.95348837209302,2.06976176366007,5,5,650,100,0.109738372093023,"rand"
"54",3.03125,2.90579710144928,3.17543859649123,2.77304964539007,3.01550387596899,2.07464501600095,5,5,650,100,0.402388951101157,"rand"
"55",2.859375,3.13768115942029,2.98245614035088,2.98581560283688,2.87596899224806,1.93905179566197,5,5,650,100,0.27830615942029,"rand"
"56",3,3.05797101449275,3.03508771929825,2.92198581560284,2.93023255813953,1.82419343368496,5,5,650,100,0.135985198889916,"rand"
"57",2.9609375,2.97826086956522,2.99122807017544,2.75177304964539,2.95348837209302,2.10193196633875,5,5,650,100,0.239455020530049,"rand"
"58",3.0546875,2.77536231884058,2.92105263157895,2.95744680851064,2.72093023255814,2.0128600213346,5,5,650,100,0.333757267441861,"rand"
"59",3.0625,3.21014492753623,2.93859649122807,3.17021276595745,2.94573643410853,2.04561099917032,5,5,650,100,0.271548436308162,"rand"
"60",3.0625,2.84782608695652,3,3.0709219858156,2.98449612403101,1.95217494370037,5,5,650,100,0.223095898859081,"rand"
"61",2.859375,3.02173913043478,3.18421052631579,2.95744680851064,2.92248062015504,1.99359962071826,5,5,650,100,0.324835526315789,"rand"
"62",2.96875,2.92753623188406,2.83333333333333,3.02836879432624,3.06201550387597,2.00049543676662,5,5,650,100,0.228682170542636,"rand"
"63",3.1171875,2.98550724637681,3.21929824561404,2.9645390070922,3.06976744186047,1.99273675477065,5,5,650,100,0.254759238521836,"rand"
"64",3.046875,2.97826086956522,2.8859649122807,3.04964539007092,3.22480620155039,2.07235747303544,5,5,650,100,0.338841289269686,"rand"
"65",2.84375,2.95652173913043,3.01754385964912,3.18439716312057,2.72868217054264,1.92191774327368,5,5,650,100,0.455714992577932,"rand"
"66",2.796875,2.8768115942029,3.05263157894737,3.17730496453901,2.9922480620155,2.06277349768875,5,5,650,100,0.380429964539007,"rand"
"67",2.9609375,3.1231884057971,2.94736842105263,3.07801418439716,3.13953488372093,1.92467701789736,5,5,650,100,0.192166462668299,"rand"
"68",2.9453125,3.08695652173913,2.99122807017544,2.80141843971631,2.92248062015504,1.89556477420884,5,5,650,100,0.285538082022818,"rand"
"69",2.796875,2.79710144927536,3.14912280701754,3.05673758865248,2.97674418604651,2.04379755837383,5,5,650,100,0.352247807017544,"rand"
"70",3.0625,3.18840579710145,2.92105263157895,2.97163120567376,3.06976744186047,2.14886808107147,5,5,650,100,0.267353165522502,"rand"
"71",3,2.97101449275362,3.09649122807018,2.93617021276596,3.03875968992248,1.98919284105725,5,5,650,100,0.160321015304218,"rand"
"72",2.984375,2.94202898550725,3.00877192982456,3.02127659574468,2.82945736434109,2.01971316818774,5,5,650,100,0.191819231403596,"rand"
"73",3.109375,2.94202898550725,2.78070175438596,3.02836879432624,2.94573643410853,1.96495436766623,5,5,650,100,0.328673245614035,"rand"
"74",3.0234375,3.00724637681159,3.03508771929825,3.14893617021277,2.89922480620155,2.03020979020979,5,5,650,100,0.249711364011216,"rand"
"75",2.90625,3.15217391304348,3.00877192982456,2.95744680851064,3.10077519379845,2.06865236458457,5,5,650,100,0.245923913043478,"rand"
"76",2.9765625,3.15942028985507,2.83333333333333,3.26950354609929,3.07751937984496,2.04076330449212,5,5,650,100,0.436170212765957,"rand"
"77",2.984375,2.84782608695652,3.01754385964912,2.9645390070922,2.78294573643411,1.87290269052981,5,5,650,100,0.234598123215014,"rand"
"78",3.2578125,2.89855072463768,2.90350877192982,3.01418439716312,3.28682170542636,1.98397771719806,5,5,650,100,0.388270980788676,"rand"
"79",2.6953125,2.8768115942029,3.00877192982456,2.79432624113475,2.74418604651163,2.00298921417565,5,5,650,100,0.313459429824561,"rand"
"80",2.9453125,3.07246376811594,3.09649122807018,3.02127659574468,2.91472868217054,2.09236458456797,5,5,650,100,0.181762545899633,"rand"
"81",3.046875,3.02173913043478,2.81578947368421,3.01418439716312,3.03875968992248,2.01688988977125,5,5,650,100,0.231085526315789,"rand"
"82",3.1484375,2.92753623188406,3.07894736842105,2.94326241134752,2.78294573643411,2.05162024416262,5,5,650,100,0.365491763565891,"rand"
"83",3.0859375,3.05072463768116,2.8859649122807,3.29078014184397,2.96124031007752,2.04378096479791,5,5,650,100,0.40481522956327,"rand"
"84",3.0078125,2.94927536231884,3.1140350877193,2.86524822695035,2.93798449612403,2.01446011615503,5,5,650,100,0.248786860768944,"rand"
"85",3,2.79710144927536,3.1140350877193,3.09929078014184,3.15503875968992,1.94213345976058,5,5,650,100,0.35793731041456,"rand"
"86",3.0234375,3.05797101449275,3.01754385964912,3.12056737588652,3.17829457364341,1.94557544150764,5,5,650,100,0.160750713994288,"rand"
"87",3.1328125,3.05072463768116,2.87719298245614,2.98581560283688,2.96124031007752,2.03233613843783,5,5,650,100,0.25561951754386,"rand"
"88",3.0625,3.13768115942029,3.12280701754386,2.94326241134752,2.93023255813953,2.0140429062463,5,5,650,100,0.207448601280755,"rand"
"89",3.09375,3.16666666666667,2.7719298245614,3.02836879432624,2.95348837209302,1.98601635652483,5,5,650,100,0.394736842105263,"rand"
"90",2.75,2.8695652173913,3.16666666666667,2.86524822695035,2.9922480620155,2.00770178973569,5,5,650,100,0.416666666666667,"rand"
"91",3.0078125,2.89130434782609,2.83333333333333,3.12056737588652,2.88372093023256,2.07938603769112,5,5,650,100,0.287234042553191,"rand"
"92",2.9140625,2.98550724637681,3.16666666666667,3.20567375886525,3.07751937984496,1.98133222709494,5,5,650,100,0.291611258865248,"rand"
"93",3.1171875,3.10144927536232,3.21052631578947,3.13475177304965,3.11627906976744,1.97743510726562,5,5,650,100,0.109077040427155,"rand"
"94",2.8046875,2.89855072463768,2.91228070175439,2.9645390070922,2.82170542635659,1.91968946307929,5,5,650,100,0.159851507092199,"rand"
"95",2.8984375,2.84057971014493,3.10526315789474,2.85815602836879,3.11627906976744,1.90569159653905,5,5,650,100,0.275699359622514,"rand"
"96",3.171875,2.90579710144928,3.10526315789474,3.02127659574468,3.0077519379845,1.99697759867251,5,5,650,100,0.266077898550725,"rand"
"97",2.9453125,3.08695652173913,3.01754385964912,2.85106382978723,3.14728682170543,1.96758326419343,5,5,650,100,0.296222991918192,"rand"
"98",2.96875,2.98550724637681,2.86842105263158,2.97163120567376,2.84496124031008,2.05837382956027,5,5,650,100,0.140546006066734,"rand"
"99",2.9765625,2.96376811594203,2.86842105263158,3.05673758865248,2.76744186046512,1.99057721939078,5,5,650,100,0.289295728187366,"rand"
"100",3,3.05797101449275,3.03508771929825,3.20567375886525,2.9922480620155,1.94381889297144,5,5,650,100,0.213425696849745,"rand"
